aalib,gpm;slang;xorg;
inkscape,aspell;boost;dbus;double-conversion;doxygen;gc;gdl;gsl;gtkmm3;imagemagick;libcanberra;libsoup;libxslt;little-cms;little-cms1;poppler;popt;potrace;wget;python-lxml;scour;
intel-vaapi-driver,libva;xorg-intel-driver;
intlfonts,
intltool,
iproute2,
iptables,libpcap;
isl,
iso-codes,
itstool,docbook-xml45;
iw,libnl;
jansson,
jasper,cmake;doxygen;freeglut;libjpeg-turbo;texlive;
java,
jfsutils,
joe,
js68,autoconf213;clang;doxygen;icu;llvm;nasm;python2;which;
js78,autoconf213;icu;rustc;which;
json-c,cmake;
json-glib,glib;gobject-introspection;gtk-doc;
k3b,ffmpeg;flac;kde-frameworks;lame;libburn;libdvdread;libkcddb;libmad;libmusicbrainz;libsamplerate;libsndfile;libvorbis;shared-mime-info;taglib;
kactivities,
kactivities-stats,
kactivitymanagerd,
kapidox,
karchive,
kate,kde-frameworks;
kauth,
kbd,
kbookmarks,
kcalendarcore,
kcmutils,
kcodecs,
kcompletion,
kconfig,
kconfigwidgets,
kcontacts,
kcoreaddons,
kcrash,
kdav,
kdbusaddons,
kde-cli-tools,
kde-frameworks,boost;extra-cmake-modules;docbook-xml45;docbook-xsl;giflib;libepoxy;libgcrypt;libical;libjpeg-turbo;libpng;libxslt;lmdb;qrencode;phonon;plasma-wayland-protocols;shared-mime-info;uri;wget;aspell;avahi;libdbusmenu-qt;networkmanager;polkit-qt;bluez;modemmanager;oxygen-fonts;noto-fonts;doxygen;jinja2;python-pyyaml;jasper;mit-kerberos-v5;udisks;upower;gpgme;attica;kapidox;karchive;kcodecs;kconfig;kcoreaddons;kdbusaddons;kdnssd;kguiaddons;ki18n;kidletime;kimageformats;kitemmodels;kitemviews;kplotting;kwidgetsaddons;kwindowsystem;networkmanager-qt;solid;sonnet;threadweaver;kauth;kcompletion;kcrash;kdoctools;kpty;kunitconversion;kconfigwidgets;kservice;kglobalaccel;kpackage;kdesu;kemoticons;kiconthemes;kjobwidgets;knotifications;ktextwidgets;kxmlgui;kbookmarks;kwallet;kded;kio;kdeclarative;kcmutils;kirigami2;knewstuff;frameworkintegration;kinit;knotifyconfig;kparts;kactivities;kdewebkit;syntax-highlighting;ktexteditor;kdesignerplugin;kwayland;plasma-framework;modemmanager-qt;kpeople;kxmlrpcclient;bluez-qt;kfilemetadata;baloo;breeze-icons;oxygen-icons5;kactivities-stats;krunner;prison;qqc2-desktop-style;kjs;kdelibs4support;khtml;kjsembed;kmediaplayer;kross;kholidays;purpose;kcalendarcore;kcontacts;kquickcharts;kdav;
kde-gtk-config,
kdeclarative,
kdecoration,
kded,
kdelibs4support,
kdenlive,breeze-icons;kde-frameworks;mlt;
kdeplasma-addons,
kdesignerplugin,
kdesu,
kdewebkit,
kdnssd,
kdoctools,
kemoticons,
kexec-tools,
keybinder,gobject-introspection;gtk+2;gtk-doc;lua;python2-pygtk;
keybinder3,gobject-introspection;gtk+3;gtk-doc;
keyutils,mit-kerberos-v5;
kfilemetadata,
kgamma5,
kglobalaccel,
kguiaddons,
khelpcenter,grantlee;kde-frameworks;libxml2;xapian;
kholidays,
khotkeys,
khtml,
ki18n,
kiconthemes,
kidletime,
kimageformats,
kinfocenter,
kinit,
kio,
kirigami2,
kitemmodels,
kitemviews,
kjobwidgets,
kjs,
kjsembed,
kmediaplayer,
kmenuedit,
kmix,alsa-lib;kde-frameworks;libcanberra;pulseaudio;
kmod,
knewstuff,
knotifications,
knotifyconfig,
konsole,kde-frameworks;
kpackage,
kparts,
kpeople,
kplotting,
kpty,
kquickcharts,
krb4,
kross,
krunner,
kscreen,
kscreenlocker,
kservice,
ksshaskpass,
ksysguard,
ktexteditor,
ktextwidgets,
ktorrent,kde-frameworks;
kunitconversion,
kwallet,
kwallet-pam,
kwave,alsa-lib;audiofile;doxygen;fftw;flac;id3lib;kde-frameworks;libogg;pulseaudio;
kwayland,
kwayland-integration,
kwayland-server,
kwidgetsaddons,
kwin,
kwindowsystem,
kwrited,
kxmlgui,
kxmlrpcclient,
lame,libsndfile;nasm;
less,
liba52,
libaio,
libao,alsa;pulseaudio;xorg;
libappindicator,gtk+2;gtk+3;
libarchive,libxml2;lzo;nettle;
libass,fontconfig;freetype;fribidi;harfbuzz;nasm;
libassuan,libgpg-error;texlive;
libatasmart,
libatomic-ops,
libaudit,
libblockdev,btrfs-progs;gobject-introspection;gtk-doc;libbytesize;libyaml;mdadm;parted;volume-key;
libburn,doxygen;
libbytesize,gtk-doc;pcre2;python-six;
libcanberra,alsa-lib;gstreamer;gtk+2;gtk+3;libvorbis;pulseaudio;
libcap,linux-pam;
libcddb,
libcdio,libcddb;
libchamplain,clutter;clutter-gtk;gobject-introspection;gtk+3;gtk-doc;libsoup;sqlite;vala;
libdaemon,doxygen;lynx;
libdazzle,gtk+3;vala;
libdbusmenu-qt,doxygen;qt;
libdiscid,doxygen;
libdmx,
libdrm,cairo;cmake;docbook-xml45;docbook-xsl;libatomic-ops;libxslt;valgrind;xorg-libraries;
libdv,popt;sdl;xorg;
libdvdcss,doxygen;
libdvdnav,libdvdread;
libdvdread,
libedit,
libelf,
libepoxy,doxygen;mesa;
libevdev,doxygen;valgrind;
libevent,doxygen;
libexif,doxygen;graphviz;
libffcall,
libffi,
libfm,dbus-glib;gtk+2;gtk+3;gtk-doc;gvfs;libexif;lxmenu-data;menu-cache;vala;
libfm-extra,glib;
libfontenc,
libfs,
libgcrypt,libgpg-error;pth;texlive;
libgdata,gcr;git;gnome-online-accounts;gobject-introspection;gtk+3;gtk-doc;json-glib;liboauth;libsoup;uhttpmock;vala;
libgee,glib;gobject-introspection;vala;
libgit2,
libglade,gtk+2;gtk-doc;libxml2;python2;
libgnome-keyring,
libgpg-error,
libgphoto2,
libgrss,gtk-doc;libsoup;
libgsf,gdk-pixbuf;glib;gobject-introspection;gtk-doc;libxml2;
libgtop,glib;gobject-introspection;gtk-doc;xorg-libraries;
libgudev,glib;gobject-introspection;gtk-doc;umockdev;
libgusb,gobject-introspection;gtk-doc;libusb;usbutils;vala;
libgweather,geocode-glib;gobject-introspection;gtk+3;gtk-doc;libsoup;libxml2;vala;
libgxps,git;gtk+3;gtk-doc;libarchive;libjpeg-turbo;libtiff;libxslt;little-cms;
libhandy,gtk+3;gtk-doc;vala;
libical,berkeley-db;cmake;doxygen;gobject-introspection;icu;python-pygobject;vala;
libice,
libidn,emacs;gtk-doc;openjdk;pth;valgrind;
libidn2,git;gtk-doc;libunistring;
libindicator,
libinput,gtk+3;libevdev;libwacom;mtdev;valgrind;
libiodbc,gtk+2;
libiscsi,
libisoburn,doxygen;libburn;libisofs;tk;
libisofs,doxygen,
libjpeg-turbo,cmake;nasm;yasm;
libkcddb,kde-frameworks;libmusicbrainz;
libkdcraw,kde-frameworks;libraw;
libkexiv2,exiv2;kde-frameworks;
libksba,libgpg-error;valgrind;
libkscreen,
libksysguard,
liblinear,
libmad,
libmbim,gobject-introspection;gtk-doc;libgudev;
libmicrohttpd,
libmng,libjpeg-turbo;little-cms;
libmnl,
libmpeg2,sdl;xorg;
libmusicbrainz,cmake;doxygen;libxml2;neon;
libmusicbrainz2,python2;
libmypaint,doxygen;glib;gobject-introspection;json-c;
libndp,
libnfsidmap,openldap;
libnl,
libnma,gcr;gtk+3;iso-codes;networkmanager;vala;
libnotify,gobject-introspection;gtk+3;gtk-doc;xmlto;
libnsl,libtirpc;rpcsvc-proto;
liboauth,curl;doxygen;nss;
libogg,
libpaper,
libpcap,bluez;libnl;libusb;
libpciaccess,
libpeas,gobject-introspection;gtk+3;gtk-doc;libxml2;python-pygobject;
libpipeline,
libpng,
libportal,glib;gtk-doc;
libpsl,gtk-doc;libidn2;valgrind;
libpwquality,cracklib;linux-pam;python2;
libqmi,glib;gobject-introspection;gtk-doc;libmbim;
libquicktime,alsa-lib;doxygen;faac;faad2;ffmpeg;gtk+2;lame;libdv;libjpeg-turbo;libpng;libvorbis;x264;xorg-libraries;
libraw,jasper;libjpeg-turbo;little-cms;
libreoffice,perl-archive-zip;unzip;wget;which;zip;apache-ant;apr;boost;clucene;cups;curl;dbus-glib;libepoxy;libjpeg-turbo;llvm;clang;gtk+3;harfbuzz;icu;libatomic-ops;little-cms;librsvg;libxml2;libxslt;lxml;mesa;neon;nss;openldap;poppler;postgresql;redland;serf;unixodbc;avahi;bluez;dconf;desktop-file-utils;doxygen;evolution-data-server;gdb;gnutls;kde-frameworks;libpaper;mariadb;mit-kerberos-v5;nasm;sane;telepathy-glib;valgrind;vlc;zenity;
librep,
librsvg,cairo;gdk-pixbuf;gobject-introspection;gtk-doc;pango;rustc;vala;
libsamplerate,alsa-lib;fftw;libsndfile;
libsass,
libseccomp,valgrind;which;
libsecret,docbook-xml45;docbook-xsl;gjs;glib;gobject-introspection;gtk-doc;libgcrypt;libxslt;python-pygobject;python-dbus;vala;valgrind;
libsigc++,boost;docbook-utils;doxygen;libxslt;
libsigc++3,boost;docbook-utils;doxygen;libxslt;
libsigsegv,
libsm,
libsndfile,alsa-lib;flac;libvorbis;opus;speex;sqlite;
libsoup,apache;brotli;curl;glib-networking;gobject-introspection;gtk-doc;libpsl;libxml2;mit-kerberos-v5;php;samba;sqlite;vala;
libspiro,
libssh2,gnupg;libgcrypt;openssh;
libstatgrab,
libstdc++,
libtasn1,gtk-doc;valgrind;
libtheora,libogg;libvorbis;sdl;libpng;doxygen;texlive;valgrind;
libtiff,cmake;freeglut;libjpeg-turbo;libwebp;
libtirpc,mit-kerberos-v5;
libtool,
libungif,
libuninameslist,
libunique,gobject-introspection;gtk+2;gtk-doc;
libunistring,texlive;
libusb,doxygen;
libuv,
libva,doxygen;libdrm;mesa;wayland;
libvdpau,doxygen;graphviz;texlive;xorg-libraries;
libvdpau-va-gl,cmake;doxygen;ffmpeg;graphviz;libva;libvdpau;texlive;
libvorbis,doxygen;libogg;texlive;
libvpx,curl;doxygen;nasm;php;which;yasm;
libwacom,doxygen;git;gtk+2;libgudev;librsvg;libxml2;valgrind;
libwebp,freeglut;giflib;libjpeg-turbo;libpng;libtiff;sdl;
libwnck2,gobject-introspection;gtk+2;gtk-doc;startup-notification;
libwnck3,gobject-introspection;gtk+3;gtk-doc;startup-notification;
libx11,
libxau,xorgproto;
libxaw,
libxaw3d,
libxcb,doxygen;libxau;libxdmcp;libxslt;xcb-proto;
libxcomposite,
libxcursor,
libxdamage,
libxdmcp,fop;libxslt;xmlto;xorgproto;
libxext,
libxfce4ui,gtk+3;xfconf;startup-notification;gtk-doc;gobject-introspection;libgtop;libgudev;
libxfce4util,glib;gtk-doc;gobject-introspection;
libxfixes,
libxfont2,
libxft,
libxi,
libxinerama,
libxkbcommon,doxygen;libxcb;wayland;wayland-protocols;xkeyboard-config;
libxkbfile,
libxklavier,glib;gobject-introspection;gtk-doc;iso-codes;libxml2;vala;xorg-libraries;
libxml2,icu;python2;valgrind;
libxmu,
libxpm,
libxrandr,
libxrender,
libxres,
libxscrnsaver,
libxshmfence,
libxslt,docbook-xml45;docbook-xsl;libgcrypt;libxml2;python2;python2-libxml2;
libxt,
libxtst,
libxv,
libxvmc,
libxxf86dga,
libxxf86vm,
libyaml,doxygen;
lightdm,at-spi2-core;exo;gobject-introspection;gtk-doc;itstool;libgcrypt;libxklavier;linux-pam;pcre;qt;vala;
linecache2,python;python2;
links,gpm;libevent;libjpeg-turbo;libpng;librsvg;libtiff;xorg;
linux,
linux-headers,
linux-lts,
linux-lts-headers,
linux-pam,berkeley-db;docbook-xml45;docbook-xsl;fop;libnsl;libtirpc;libxslt;lynx;
linux-zen,
linux-zen-headers,
little-cms,libjpeg-turbo;libtiff;
little-cms1,libjpeg-turbo;libtiff;python2;swig;
llvm,cmake;doxygen;git;graphviz;libxml2;python-pyyaml;python-pygments;rsync;texlive;valgrind;zip;
lm-sensors,which;
lmdb,
logrotate,popt;
lsb-tools,
lsof,libtirpc;
lua,
lua52,
luit,
lvm2,libaio;mdadm;reiserfsprogs;valgrind;which;xfsprogs;
lxappearance,dbus-glib;docbook-xml45;docbook-xsl;gtk+2;libxslt;
lxappearance-obconf,lxappearance;openbox;
lxde-common,desktop-file-utils;hicolor-icon-theme;lxde-icon-theme;lxpanel;lxsession;pcmanfm;shared-mime-info;
lxde-icon-theme,gtk+2;gtk+3;
lxdm,gtk+2;gtk+3;iso-codes;librsvg;lxsession;polkit-gnome;
lxinput,gtk+2;
lxmenu-data,
lxpanel,alsa-lib;gnome-screenshot;keybinder;libwnck2;libxml2;lxmenu-data;menu-cache;wireless-tools;
lxrandr,docbook-xml45;docbook-xsl;gtk+2;libxslt;xrandr;xorg-applications;
lxsession,dbus-glib;docbook-xml45;docbook-xsl;gtk+3;libunique;libxslt;lsb-tools;polkit;vala;
lxtask,gtk+2;
lxterminal,docbook-xml45;docbook-xsl;libxslt;vte028;
lynx,gnutls;sendmail;sharutils;unzip;zip;
lz4,
lzo,
m4,
make,
make-ca,p11-kit;
mailx,nss;mit-kerberos-v5;sendmail;
malix,mit-kerberos-v5;nss;sendmail;
man-db,
man-pages,
mariadb,boost;cmake;libaio;libevent;libxml2;linux-pam;mit-kerberos-v5;pcre;ruby;unixodbc;valgrind;
mc,doxygen;glib;gpm;pcre;samba;slang;unzip;xorg;zip;ruby;libssh2;
mdadm,sendmail;
menu-cache,gtk-doc;libfm-extra;xdg-utils;
mercurial,git;gnupg;python-docutils;python-pygments;rustc;subversion;
mesa,libdrm;libgcrypt;libva;libvdpau;llvm;lm-sensors;nettle;python-mako;valgrind;wayland-protocols;xorg-libraries;
meson,
milou,
minisql,
mit-kerberos-v5,bind-utilities;gnupg;keyutils;openldap;valgrind;yasm;
mkfontdir,
mkfontscale,
mlt,doxygen;fftw;frei0r-plugins;libexif;qt;sdl;sdl2;
modemmanager,gobject-introspection;gtk-doc;libgudev;libmbim;libqmi;polkit;vala;
modemmanager-qt,
mono,
more-termcolor,python;
mousepad,dbus-glib;gtksourceview3;xfconf;
mpc,
mpfr,
mpg123,alsa-lib;pulseaudio;sdl;
mplayer,yasm;gtk+2;libvdpau-va-gl;cdparanoia-iii;libcdio;libdvdread;libdvdnav;libdvdcss;samba;alsa;pulseaudio;sdl;aalib;giflib;libjpeg-turbo;libmng;libpng;faac;faad2;lame;liba52;libdv;libmad;libmpeg2;libtheora;libvpx;lzo;mpg123;speex;xvid;x264;fontconfig;freetype;fribidi;gnutls;opus;unrar;libxslt;docbook-xml45;docbook-xsl;
mtdev,
mupdf,curl;glu;harfbuzz;libjpeg-turbo;openjpeg;xorg-libraries;
mutt,aspell;cyrus-sasl;gdb;gnupg;gnutls;gpgme;libidn;links;lynx;mit-kerberos-v5;sendmail;slang;sqlite;
mutter,desktop-file-utils;gnome-desktop;gnome-settings-daemon;gobject-introspection;graphene;gtk+3;libcanberra;libinput;libwacom;libxkbcommon;pipewire;startup-notification;upower;wayland;wayland-protocols;xorg-server;zenity;
mypaint-brushes,
nano,
nasm,asciidoc;xmlto;
nautilus,bubblewrap;desktop-file-utils;exempi;gexiv2;gnome-autoar;gnome-desktop;gobject-introspection;gst-plugins-base;gtk-doc;libexif;libnotify;libseccomp;tracker-miners3;
ncftp,clang;llvm;
ncurses,
neofetch,bash;
neon,gnutls;libxml2;mit-kerberos-v5;
neovim,cmake;unzip;
net-ssh2,perl;
net-tools-cvs,
nettle,
network-manager-applet,gnome-bluetooth;gobject-introspection;gtk+3;jansson;libnma;libnotify;libsecret;modemmanager;
networkmanager,jansson;libndp;curl;dhcp;gobject-introspection;iptables;newt;nss;polkit;python-pygobject;systemd;upower;vala;wpa-supplicant;bluez;python-dbus;gnutls;gtk-doc;libpsl;qt;modemmanager;valgrind;
networkmanager-qt,
newt,popt;python2;slang;
nfs-utils,libcap;libnsl;libtirpc;lvm2;mit-kerberos-v5;rpcsvc-proto;sqlite;openldap;cyrus-sasl;
nghttp2,boost;jansson;libevent;libxml2;
ninja,
nmap,liblinear;libpcap;libssh2;lua;pcre;python2-pygtk;python2;
nodejs,c-ares;icu;libuv;nghttp2;python2;which;
notification-daemon,gtk+3;libcanberra;
npm,
npth,
nspr,
nss,nspr;sqlite;
ntfs-3g,
ntp,libcap;libevent;perl-io-socket-ssl;
python-numpy,
okular,kde-frameworks;libkexiv2;libtiff;poppler;qca;
onefetch,rustc;
openbox,imagemagick;imlib2;librsvg;pango;python-pyxdg;startup-notification;xorg;
opencv,apache-ant;cmake;doxygen;ffmpeg;gst-plugins-base;gtk+3;jasper;java;libjpeg-turbo;libpng;libtiff;libwebp;python2;unzip;v4l-utils;xine-lib;
openjade,opensp;
openjdk,alsa-lib;cpio;cups;giflib;git;graphviz;java;libjpeg-turbo;libpng;little-cms;make-ca;mercurial;unzip;wget;which;xorg-libraries;zip;
openjpeg,cmake;doxygen;libpng;libtiff;little-cms;
openldap,berkeley-db;cyrus-sasl;gnutls;mariadb;postgresql;pth;unixodbc;
openmpi,
openslp,
opensp,sgml-common;xmlto;
openssh,gdb;linux-pam;mit-kerberos-v5;xorg;
openssl,
opus,doxygen;texlive;
oxygen,
oxygen-icons5,extra-cmake-modules;qt;
p11-kit,gtk-doc;libtasn1;libxslt;
p7zip,
packagekit,
packagekit-qt,packagekit;qt;
pango,cairo;cantarell-fonts;fontconfig;fribidi;glib;gobject-introspection;gtk-doc;xorg-libraries;
pangomm,libcairomm;glibmm;pango;
paps,doxygen;pango;
parameterized,
parole,gst-plugins-base;gst-plugins-good;libnotify;libxfce4ui;taglib;gtk-doc;
parted,dosfstools;lvm2;pth;texlive;
passwdqc,
patch,
pavucontrol,gtkmm3;libcanberra;libsigc++;pulseaudio;
pax,
pbr,python;python2;
pciutils,curl;lynx;wget;
pcmanfm,adwaita-icon-theme;fribidi;libfm;lxde-icon-theme;oxygen-icons5;
pcre,valgrind;
pcre2,valgrind;
pep8,python;python2;
perl,
perl-algorithm-diff,perl;
perl-alien-build,perl;perl-capture-tiny;perl-ffi-checklib;perl-file-chdir;perl-file-which;
perl-alien-libxml2,libxml2;perl;perl-alien-build;perl-test2-suite;
perl-archive-zip,perl;perl-test-mockmodule;unzip;
perl-autovivification,perl;
perl-b-cow,perl;
perl-b-hooks-endofscope,perl;perl-module-implementation;perl-sub-exporter-progressive;perl-try-tiny;perl-variable-magic;
perl-business-isbn,perl;perl-business-isbn-data;
perl-business-isbn-data,perl;
perl-business-ismn,perl;perl-tie-cycle;
perl-business-issn,perl;
perl-capture-tiny,perl;
perl-class-accessor,perl;
perl-class-data-inheritable,perl;
perl-class-inspector,perl;
perl-class-singleton,perl;
perl-class-tiny,perl;
perl-clone,perl;perl-b-cow;
perl-config-autoconf,perl;perl-capture-tiny;perl-file-slurper;
perl-cpan-meta-check,perl;perl-test-deep;
perl-data-compare,perl;perl-clone;perl-file-find-rule;
perl-data-dump,perl;
perl-data-uniqid,perl;
perl-datetime,datatime-timezone;perl;perl-cpan-meta-check;perl-datetime-locale;perl-test-fatal;perl-test-warnings;
perl-datetime-calendar-julian,perl;perl-datetime;
perl-datetime-format-builder,perl;perl-datetime-format-strptime;perl-params-validate;
perl-datetime-format-strptime,perl;perl-datetime;
perl-datetime-locale,perl;perl-cpan-meta-check;perl-dist-checkconflicts;perl-file-sharedir;perl-ipc-system-simple;perl-namespace-autoclean;perl-params-validationcompiler;perl-test-file-sharedir;
perl-datetime-timezone,perl;perl-class-singleton;perl-module-runtime;perl-params-validationcompiler;perl-test-fatal;perl-test-requires;
perl-devel-stacktrace,perl;
perl-dist-checkconflicts,perl;perl-module-runtime;perl-test-fatal;
perl-encode-eucjpascii,perl;
perl-encode-hanextra,perl;
perl-encode-jis2k,perl;
perl-encode-locale,perl;
perl-eval-closure,perl;perl-test-fatal;perl-test-requires;
perl-exception-class,perl;perl-class-data-inheritable;perl-devel-stacktrace;
perl-exporter-tiny,perl;
perl-extutils-libbuilder,perl;perl-module-build;
perl-ffi-checklib,perl;perl-capture-tiny;perl-path-tiny;perl-test2-suite;
perl-file-chdir,perl;
perl-file-copy-recursive,perl;perl-path-tiny;perl-test-deep;perl-test-fatal;perl-test-file;perl-test-warnings;
perl-file-find-rule,perl;perl-number-compare;perl-text-glob;
perl-file-listing,perl;perl-http-date;
perl-file-sharedir,perl;perl-class-inspector;perl-file-sharedir-install;
perl-file-sharedir-install,perl;
perl-file-slurper,perl;perl-test-warnings;
perl-file-which,perl;
perl-html-parser,perl;perl-html-tagset;
perl-html-tagset,perl;
perl-http-cookies,perl;perl-http-message;
perl-http-daemon,perl;perl-http-message;
perl-http-date,perl;perl-timedate;
perl-http-message,perl;perl-encode-locale;perl-http-date;perl-io-html;perl-lwp-mediatypes;perl-try-tiny;perl-uri;
perl-http-negotiate,perl;perl-http-message;
perl-http-parser,perl;perl-html-tagset;
perl-importer,perl;
perl-io-html,perl;
perl-io-socket-ssl,make-ca;perl;perl-net-ssleay;perl-uri;
perl-io-string,perl;
perl-ipc-run3,perl;
perl-ipc-system-simple,perl;
perl-libwww-perl,perl;perl-file-listing;perl-html-parser;perl-http-cookies;perl-http-daemon;perl-http-negotiate;perl-net-http;perl-test-fatal;perl-test-needs;perl-test-requiresinternet;perl-try-tiny;perl-www-robotrules;
perl-lingua-translit,perl;
perl-list-allutils,perl;perl-list-someutils;perl-list-utilsby;
perl-list-moreutils,perl;perl-exporter-tiny;perl-list-moreutils;
perl-list-moreutils-xs,perl;
perl-list-someutils,perl;perl-list-someutils-xs;perl-module-implementation;
perl-list-someutils-xs,perl;perl-test-leaktrace;perl-test-warnings;
perl-list-utilsby,perl;
perl-log-log4perl,perl;
perl-lwp-mediatypes,perl;perl-test-fatal;
perl-lwp-protocol-https,make-ca;perl;perl-io-socket-ssl;perl-libwww-perl;
perl-mime-charset,perl;perl-encode-eucjpascii;perl-encode-hanextra;perl-encode-jis2k;
perl-module-build,perl;
perl-module-implementation,perl;perl-module-runtime;perl-test-fatal;perl-test-requires;perl-try-tiny;
perl-module-pluggable,perl;
perl-module-runtime,perl;
perl-mro-compat,perl;
perl-namespace-autoclean,perl;perl-namespace-clean;perl-sub-identify;perl-test-needs;
perl-namespace-clean,perl;perl-b-hooks-endofscope;perl-package-stash;
perl-net-dns,perl;
perl-net-http,perl;perl-uri;
perl-net-ssleay,perl;
perl-number-compare,perl;
perl-package-stash,perl;perl-dist-checkconflicts;perl-module-implementation;perl-test-fatal;perl-test-needs;perl-cpan-meta-check;
